2.384185791015625000e-07,1.246180000000000000e+05
2.026001691818237305e+00,1.248130000000000000e+05
4.052751541137695312e+00,1.249180000000000000e+05
6.080843210220336914e+00,1.250560000000000000e+05
8.107787132263183594e+00,1.251360000000000000e+05
1.013601350784301758e+01,1.252980000000000000e+05
1.216347551345825195e+01,1.254800000000000000e+05
1.419056010246276855e+01,1.238580000000000000e+05
1.621763825416564941e+01,1.240590000000000000e+05
1.824599146842956543e+01,1.241860000000000000e+05
2.027320170402526855e+01,1.243970000000000000e+05
2.230041503906250000e+01,1.246000000000000000e+05
2.432750391960144043e+01,1.263390000000000000e+05
2.635572171211242676e+01,1.264620000000000000e+05
2.838305640220642090e+01,1.266120000000000000e+05
3.040997910499572754e+01,1.272880000000000000e+05
3.243822550773620605e+01,1.274910000000000000e+05
3.446429538726806641e+01,1.273070000000000000e+05
3.649251961708068848e+01,4.863200000000000000e+04
3.851861763000488281e+01,4.159800000000000000e+04
4.054683279991149902e+01,4.119300000000000000e+04
4.257403683662414551e+01,4.098700000000000000e+04
4.460086750984191895e+01,4.091200000000000000e+04
4.662879014015197754e+01,4.081100000000000000e+04
4.865605854988098145e+01,4.078400000000000000e+04
5.068312478065490723e+01,4.079100000000000000e+04
5.271123433113098145e+01,4.072600000000000000e+04
5.473870539665222168e+01,4.071300000000000000e+04
5.676591229438781738e+01,4.070400000000000000e+04
5.879310822486877441e+01,4.066100000000000000e+04
6.082032203674316406e+01,4.036300000000000000e+04
6.284845066070556641e+01,3.933300000000000000e+04
6.487574815750122070e+01,3.881100000000000000e+04
6.690183520317077637e+01,3.836300000000000000e+04
6.893041896820068359e+01,3.808300000000000000e+04
7.095762610435485840e+01,3.723500000000000000e+04
7.298499512672424316e+01,3.683500000000000000e+04
7.501226282119750977e+01,3.655400000000000000e+04
7.703951382637023926e+01,3.621700000000000000e+04
7.906788444519042969e+01,3.563500000000000000e+04
8.109519982337951660e+01,2.972600000000000000e+04
8.312240338325500488e+01,2.954800000000000000e+04
8.514962148666381836e+01,2.926700000000000000e+04
8.717695927619934082e+01,2.898400000000000000e+04
8.920403575897216797e+01,2.889600000000000000e+04
9.123225593566894531e+01,2.883900000000000000e+04
9.325972676277160645e+01,2.879400000000000000e+04
9.528693747520446777e+01,2.877500000000000000e+04
9.731413984298706055e+01,2.875700000000000000e+04
9.934134888648986816e+01,2.874500000000000000e+04
1.013685576915740967e+02,2.874700000000000000e+04
1.033967871665954590e+02,2.877400000000000000e+04
1.054236688613891602e+02,2.876700000000000000e+04
1.074498572349548340e+02,2.877900000000000000e+04
1.094785504341125488e+02,2.911200000000000000e+04
1.115058426856994629e+02,2.927700000000000000e+04
1.135338518619537354e+02,3.065000000000000000e+04
1.155609500408172607e+02,3.205600000000000000e+04
1.175884060859680176e+02,3.237600000000000000e+04
1.196143660545349121e+02,3.256200000000000000e+04
1.216428012847900391e+02,3.274200000000000000e+04
1.236707751750946045e+02,3.324800000000000000e+04
1.256981394290924072e+02,3.344200000000000000e+04
1.277254719734191895e+02,3.360100000000000000e+04
1.297509417533874512e+02,3.383800000000000000e+04
1.317802777290344238e+02,3.431500000000000000e+04
1.338078095912933350e+02,3.475700000000000000e+04
1.358345797061920166e+02,3.565100000000000000e+04
1.378620271682739258e+02,3.728300000000000000e+04
1.398896086215972900e+02,4.569600000000000000e+04
1.419177067279815674e+02,5.238700000000000000e+04
1.439447197914123535e+02,5.374400000000000000e+04
1.459718825817108154e+02,5.381100000000000000e+04
1.479999682903289795e+02,5.384000000000000000e+04
1.500270497798919678e+02,5.393500000000000000e+04
1.520542795658111572e+02,5.386300000000000000e+04
1.540812466144561768e+02,5.380000000000000000e+04
1.561092483997344971e+02,5.371600000000000000e+04
1.581363830566406250e+02,5.357100000000000000e+04
1.601637749671936035e+02,5.333400000000000000e+04
1.621902523040771484e+02,5.350900000000000000e+04
1.642191665172576904e+02,5.340300000000000000e+04
1.662458295822143555e+02,5.348500000000000000e+04
1.682724931240081787e+02,5.352900000000000000e+04
1.703015305995941162e+02,5.353800000000000000e+04
1.723266506195068359e+02,5.355900000000000000e+04
1.743555903434753418e+02,5.360400000000000000e+04
1.763836777210235596e+02,5.364000000000000000e+04
1.784108870029449463e+02,5.366700000000000000e+04
1.804379639625549316e+02,5.369400000000000000e+04
1.824650177955627441e+02,5.371800000000000000e+04
1.844935467243194580e+02,5.374100000000000000e+04
1.865195360183715820e+02,5.376800000000000000e+04
1.885477216243743896e+02,5.372000000000000000e+04
1.905754418373107910e+02,5.372800000000000000e+04
1.926015095710754395e+02,5.377600000000000000e+04
1.946303424835205078e+02,5.383600000000000000e+04
1.966572887897491455e+02,5.389700000000000000e+04
1.986854026317596436e+02,5.396200000000000000e+04
2.007120025157928467e+02,5.397800000000000000e+04
2.027403144836425781e+02,5.400200000000000000e+04
2.047671842575073242e+02,5.403000000000000000e+04
2.067951166629791260e+02,5.400700000000000000e+04
2.088213274478912354e+02,5.404700000000000000e+04
2.108495533466339111e+02,5.407300000000000000e+04
2.128773896694183350e+02,5.406900000000000000e+04
2.149041037559509277e+02,5.411700000000000000e+04
2.169316844940185547e+02,5.414300000000000000e+04
2.189592788219451904e+02,5.411600000000000000e+04
2.209867393970489502e+02,5.413900000000000000e+04
2.230140922069549561e+02,5.416400000000000000e+04
2.250414962768554688e+02,5.417700000000000000e+04
2.270690114498138428e+02,5.418000000000000000e+04
2.290957169532775879e+02,5.397400000000000000e+04
2.311235554218292236e+02,3.609800000000000000e+04
2.331513624191284180e+02,3.446800000000000000e+04
2.351788711547851562e+02,3.402700000000000000e+04
2.372058188915252686e+02,3.350000000000000000e+04
2.392331550121307373e+02,3.310600000000000000e+04
2.412606461048126221e+02,3.236900000000000000e+04
2.432882142066955566e+02,3.201200000000000000e+04
2.453155481815338135e+02,3.158400000000000000e+04
2.473430235385894775e+02,2.868300000000000000e+04
2.493707232475280762e+02,2.834400000000000000e+04
2.513975491523742676e+02,2.816900000000000000e+04
2.534251449108123779e+02,2.811700000000000000e+04
2.554525878429412842e+02,2.807000000000000000e+04
2.574799501895904541e+02,2.804800000000000000e+04
2.595076446533203125e+02,2.802200000000000000e+04
2.615350956916809082e+02,2.800300000000000000e+04
2.635626635551452637e+02,2.800300000000000000e+04
2.655901815891265869e+02,2.799700000000000000e+04
2.676165628433227539e+02,2.798500000000000000e+04
2.696444759368896484e+02,2.796900000000000000e+04
2.716719532012939453e+02,2.796100000000000000e+04
